Gene	Control	Control_r	shPTB	shPTB_r	shPTBnPTB	shPTBnPTB_r
MIPEPP3	1	0	1	1	2	0
MIPOL1	24	25	51	24	63	31
MIR1-1	0	0	0	0	0	0
MIR1-1HG	0	0	0	0	0	0
MIR1-2	17	1	19	14	23	20
MIR100	4	20	1	0	3	3
MIR100HG	15	21	39	13	43	36
MIR101-1	1	1	0	0	0	0
MIR101-2	0	0	0	0	0	0
MIR103A1	30	18	44	26	49	31
MIR103A2	13	18	27	20	19	12
MIR103B1	32	16	40	25	62	27
MIR103B2	19	9	32	16	20	12
MIR105-1	0	0	0	0	0	0
MIR105-2	0	0	0	0	0	0
MIR106A	0	0	0	0	0	0
MIR106B	3	3	5	3	10	4
MIR107	0	1	0	0	0	0
MIR10A	1	1	4	6	6	2
MIR10B	2	1	0	0	1	0
MIR1178	0	1	2	0	0	0
MIR1179	0	0	0	0	0	0
MIR1180	5	2	8	1	6	2
MIR1181	16	11	29	11	18	20
MIR1182	5	7	16	10	19	6
MIR1183	0	0	0	0	0	0
MIR1184-1	0	0	0	0	1	0
MIR1184-2	0	0	0	0	1	0
MIR1184-3	0	0	0	0	1	0
MIR1185-1	0	0	1	0	0	1
MIR1185-2	0	0	1	0	1	2
MIR1193	0	1	0	0	0	0
MIR1197	0	0	2	0	1	0
MIR1199	0	0	0	0	0	0
MIR1200	0	0	0	0	0	0
MIR1202	0	0	0	0	0	0
MIR1203	0	0	0	0	0	0
MIR1204	5	2	7	1	8	6
MIR1205	0	0	0	0	1	0
MIR1206	2	5	1	0	2	1
MIR1207	0	1	0	1	0	1
MIR1208	0	0	0	0	0	0
MIR122	0	0	0	0	0	0
MIR1224	0	1	0	0	0	0
MIR1225	4	7	8	0	5	3
MIR1226	10	15	19	1	9	5
MIR1227	10	10	8	6	18	8
MIR1228	1	3	7	4	6	7
MIR1229	18	18	74	30	42	27
MIR1231	4	4	4	1	10	6
MIR1233-1	0	0	0	0	0	1
MIR1233-2	0	0	0	0	0	1
MIR1234	0	0	2	0	1	0
MIR1236	17	11	36	10	38	18
MIR1237	1	3	5	1	2	3
MIR1238	3	1	4	3	5	1
MIR124-1	0	0	0	0	0	0
MIR124-2	0	0	0	0	0	0
MIR124-2HG	0	0	0	0	0	0
MIR124-3	0	0	0	0	0	0
MIR1243	0	0	0	0	2	0
MIR1244-1	219	136	155	88	136	110
MIR1244-2	219	136	155	88	136	110
MIR1244-3	219	136	155	88	136	110
MIR1244-4	219	136	155	88	136	110
MIR1245A	2	3	3	1	3	2
MIR1245B	4	2	2	1	1	3
MIR1246	0	0	0	0	0	0
MIR1247	0	0	0	0	0	0
MIR1248	146	99	175	104	248	150
MIR1249	0	15	1	9	0	25
MIR1250	0	0	0	0	0	0
MIR1251	0	0	0	0	0	0
MIR1252	0	0	0	0	0	0
MIR1253	0	0	0	0	0	0
MIR1254-1	17	5	9	7	18	7
MIR1254-2	0	0	0	0	0	0
MIR1255A	0	0	1	0	1	0
MIR1255B1	0	0	0	0	0	0
MIR1255B2	17	24	44	24	35	19
MIR1256	3	7	12	3	4	3
MIR1257	0	0	1	0	0	0
MIR1258	0	0	0	0	0	0
MIR125A	0	0	0	0	0	0
MIR125B1	4	34	2	34	92	65
MIR125B2	0	0	7	3	4	0
MIR126	1	5	2	1	3	1
MIR1260A	0	0	0	0	0	0
MIR1260B	3	4	1	2	6	3
MIR1261	0	0	0	0	0	0
MIR1262	0	23	0	1	0	0
MIR1263	0	0	0	0	0	0
MIR1264	0	0	0	0	0	0
MIR1265	0	0	0	0	0	0
MIR1266	0	0	0	0	0	0
MIR1267	0	0	0	1	0	0
MIR1268A	5	1	21	2	22	19
MIR1269A	0	0	0	0	0	0
MIR1269B	0	0	0	0	0	0
MIR127	0	0	1	1	2	1
MIR1270	0	1	0	0	0	0
MIR1271	2	0	1	0	1	0
MIR1272	0	0	0	0	0	0
MIR1273A	0	0	1	0	0	0
MIR1273C	0	0	0	0	0	0
MIR1273E	0	0	0	0	0	0
MIR1273F	3	5	4	0	1	1
MIR1273G	0	0	0	0	0	0
MIR1273H	54	65	87	20	84	46
MIR1275	0	0	0	0	0	0
MIR1276	0	1	1	0	0	0
MIR1277	1	0	0	0	4	2
MIR1278	8	4	9	2	5	8
MIR1279	1	5	0	0	4	0
MIR128-1	2	0	0	1	0	2
MIR128-2	0	0	0	0	0	0
MIR1281	2	2	1	2	2	2
MIR1282	341	293	520	252	562	425
MIR1283-1	0	0	0	0	0	0
MIR1283-2	0	0	0	0	0	0
MIR1284	0	0	0	0	0	0
MIR1286	0	0	0	0	0	0
MIR1287	2	3	0	0	1	0
MIR1288	0	0	0	0	0	0
MIR1289-1	0	0	0	0	0	0
MIR1289-2	0	0	0	0	0	0
MIR129-1	0	0	0	0	0	0
MIR129-2	0	0	0	0	0	0
MIR1290	0	1	2	1	3	0
MIR1291	7	4	17	10	13	8
MIR1292	6	7	4	2	6	7
MIR1293	6	3	8	0	2	0
MIR1294	1	10	0	0	13	12
MIR1295A	0	0	0	0	0	0
MIR1295B	0	0	0	0	0	0
MIR1296	1	1	0	1	1	0
MIR1297	0	0	0	0	0	0
MIR1298	0	0	0	0	0	0
MIR1299	1	1	0	0	0	0
MIR1301	3	0	0	0	0	0
MIR1302-1	0	0	0	0	0	0
MIR1302-10	0	0	0	0	0	0
MIR1302-11	0	0	0	0	0	0
MIR1302-2	0	0	0	0	0	0
MIR1302-3	0	0	0	0	0	0
MIR1302-4	0	0	0	0	0	0
MIR1302-5	4	1	1	0	0	1
MIR1302-6	0	0	0	0	0	0
MIR1302-7	0	0	0	0	0	0
MIR1302-8	0	1	0	0	0	0
MIR1302-9	0	0	0	0	0	0
MIR1303	0	0	0	1	0	0
MIR1304	8	11	17	11	27	18
MIR1305	1	0	0	0	0	2
MIR1306	9	9	2	3	4	1
MIR1307	8	4	10	8	155	7
MIR130A	1	0	0	0	0	0
MIR130B	0	0	0	0	0	0
MIR132	0	0	0	0	0	0
MIR1321	0	0	0	0	0	0
MIR1322	0	0	0	4	0	0
MIR1323	0	0	0	0	0	0
MIR1324	0	0	0	0	0	0
MIR133A1	17	0	19	14	23	20
MIR133A1HG	48	0	57	43	69	61
MIR133A2	0	0	0	0	0	0
MIR133B	0	0	0	0	0	0
MIR134	0	0	0	0	1	2
MIR1343	4	6	4	1	6	10
MIR135A1	0	3	2	1	0	1
MIR135A2	0	0	0	0	0	0
MIR135B	0	0	0	0	0	0
MIR136	2	2	3	0	4	2
MIR137	1	1	0	0	0	0
MIR137HG	1	1	3	0	2	1
MIR138-1	0	0	0	0	0	0
MIR138-2	0	0	0	0	0	0
MIR139	0	0	0	0	1	1
MIR140	2	1	7	3	6	3
MIR141	0	0	0	0	0	0
MIR142	0	0	0	0	0	0
MIR143	3	3	0	1	1	0
MIR144	0	0	0	0	0	0
MIR145	5	3	0	0	0	0
MIR1468	0	0	0	0	0	0
MIR1469	1	1	2	2	2	3
MIR146A	0	0	0	0	0	0
MIR146B	0	0	0	0	0	0
MIR1470	0	1	0	0	0	0
MIR1471	0	0	0	0	0	0
MIR147A	0	0	0	0	0	0
MIR147B	0	0	0	0	1	0
MIR148A	0	0	0	0	0	0
MIR148B	0	1	0	0	2	0
MIR149	1	0	0	0	0	0
MIR150	0	0	0	0	0	0
MIR151B	0	0	0	0	0	0
MIR152	5	5	7	2	3	3
MIR153-1	0	0	0	0	0	0
MIR153-2	0	0	0	0	0	0
MIR1537	0	1	0	1	0	0
MIR1538	0	0	0	0	0	0
MIR1539	13	24	10	3	11	4
MIR154	1	0	0	0	2	1
MIR155	2	2	1	0	1	0
MIR155HG	0	0	1	1	0	2
MIR15A	0	0	1	0	0	2
MIR15B	4	5	7	6	9	9
MIR16-1	0	0	0	0	0	2
MIR16-2	5	5	7	6	9	9
MIR17	3	0	0	0	0	1
MIR17HG	2	1	0	0	1	0
MIR181A1	0	0	0	0	0	1
MIR181A1HG	0	6	7	6	10	7
MIR181A2	0	0	0	0	0	0
MIR181A2HG	0	0	0	0	0	0
MIR181B1	0	0	0	1	0	2
MIR181B2	0	1	0	0	0	0
MIR181C	1	0	0	0	0	0
MIR181D	1	0	0	0	0	0
MIR182	0	0	0	0	0	0
MIR1825	5	10	34	10	30	24
MIR1827	0	0	0	1	0	0
MIR183	0	0	0	0	0	0
MIR184	0	0	0	0	0	0
MIR185	1	0	8	0	0	4
MIR186	19	21	20	15	41	28
MIR187	0	0	0	0	0	0
MIR188	0	0	0	0	0	0
MIR18A	3	1	0	0	1	1
MIR18B	0	0	0	0	0	0
MIR1908	18	19	11	2	15	13
MIR1909	1	0	2	0	1	0
MIR190A	6	4	3	0	6	2
MIR190B	0	0	0	0	0	0
MIR191	2	0	0	0	0	0
MIR1910	0	0	0	0	0	0
MIR1911	0	0	0	0	0	0
MIR1912	0	0	0	0	0	0
MIR1913	15	10	48	16	14	12
MIR1914	7	3	7	2	3	3
MIR1915	0	1	2	3	4	0
MIR192	0	0	0	0	0	0
MIR193A	0	2	0	1	0	1
MIR193B	5	4	3	1	4	3
MIR193BHG	1	1	1	0	6	2
MIR194-1	44	28	51	21	28	17
MIR194-2	0	0	0	0	0	0
MIR195	0	1	0	2	1	0
MIR196A1	0	0	0	0	0	0
MIR196A2	0	0	0	0	0	0
MIR196B	0	1	3	0	0	1
MIR197	2	3	0	0	1	1
MIR1972-1	0	0	1	1	6	2
MIR1972-2	0	0	1	1	6	2
MIR1973	0	0	0	0	0	0
MIR1976	0	0	0	0	0	0
MIR198	1206	1011	858	522	1022	671
MIR199A1	17	10	14	2	6	7
MIR199A2	109	95	10	6	27	19
MIR199B	1	0	0	1	1	1
MIR19A	2	1	1	1	1	1
MIR19B1	2	1	0	0	0	0
MIR19B2	0	0	0	0	0	0
MIR200A	0	0	0	0	0	0
MIR200B	0	0	0	0	0	0
MIR200C	0	0	0	0	0	0
MIR202	0	0	0	0	0	0
MIR202HG	0	0	0	0	0	0
MIR203A	0	0	0	0	0	0
MIR203B	0	0	0	0	0	0
MIR204	0	0	0	0	0	0
MIR205	0	0	0	0	0	0
MIR2052	0	0	0	0	0	0
MIR2052HG	0	0	0	0	0	0
MIR2053	0	0	0	0	0	0
MIR2054	0	0	0	0	0	0
MIR205HG	0	0	0	0	0	0
MIR206	0	0	0	0	0	0
MIR208A	0	0	0	0	0	0
MIR208B	0	0	0	0	0	0
MIR20A	1	1	0	0	0	1
MIR20B	0	0	0	0	0	0
MIR21	18	13	0	0	1	6
MIR210	2	1	0	0	0	0
MIR210HG	0	0	0	0	0	0
MIR211	0	0	0	0	0	0
MIR2110	1	7	7	1	6	5
MIR2113	0	0	0	0	0	0
MIR2114	0	0	0	0	0	0
MIR2115	0	0	0	0	0	0
MIR2116	0	0	2	33	1	1
MIR2117	0	0	0	0	0	0
MIR212	0	0	0	0	0	0
MIR214	33	28	7	5	19	12
MIR215	44	28	51	20	29	16
MIR216A	0	0	0	0	0	0
MIR216B	0	0	0	0	0	0
MIR217	0	0	0	0	0	0
MIR217HG	0	0	0	0	0	0
MIR218-1	0	0	0	1	0	0
MIR218-2	3	6	3	2	7	8
MIR219A1	0	0	0	0	0	0
MIR219A2	0	0	0	0	0	0
MIR219B	0	0	0	0	0	0
MIR22	50	37	18	3	39	17
MIR221	6	11	2	0	2	1
MIR222	3	2	0	0	0	0
MIR223	0	0	0	0	0	0
MIR224	11	15	1	0	4	1
MIR2276	1	2	4	0	0	1
MIR2277	10	7	6	2	6	3
MIR2278	1	0	0	0	0	1
MIR22HG	19	16	10	1	15	7
MIR2355	1	3	0	1	4	2
MIR2392	0	0	0	0	0	0
MIR23A	4	5	3	0	1	1
MIR23B	25	18	25	12	17	9
MIR23C	0	0	0	0	1	0
MIR24-1	31	32	25	13	18	11
MIR24-2	0	5	2	0	5	1
MIR2467	1	2	0	0	0	0
MIR25	2	5	7	3	10	4
MIR2681	0	0	0	0	0	0
MIR2682	0	0	3	9	1	2
MIR26A1	9	14	21	7	12	6
MIR26A2	34	41	29	11	21	22
MIR26B	19	22	16	5	16	6
MIR27A	3	1	2	0	2	0
MIR27B	37	31	30	13	19	13
MIR28	0	0	0	0	0	0
MIR2861	1	0	0	0	2	0
MIR2909	8	0	13	0	24	11
MIR296	0	0	0	0	0	0
MIR298	0	0	0	0	0	1
MIR299	0	0	1	0	0	0
MIR29A	8	8	1	2	4	1
MIR29B1	6	8	0	1	2	0
MIR29B2	1	2	0	0	2	0
MIR29C	1	2	2	4	2	1
MIR300	1	0	1	0	3	2
MIR301A	0	0	0	0	0	0
MIR301B	0	0	0	0	0	0
MIR302A	11	7	10	8	27	10
MIR302B	11	7	9	9	26	11
MIR302C	11	7	9	9	28	10
MIR302D	10	7	9	8	26	10
MIR302E	0	0	0	0	0	0
MIR302F	0	0	0	0	0	0
MIR3064	115	121	170	106	163	117
MIR3065	0	0	0	0	0	0
MIR3074	26	23	34	10	21	10
MIR30A	0	0	0	0	1	0
MIR30B	0	0	0	0	0	1
MIR30C1	0	0	0	0	0	0
MIR30C2	1	0	1	1	1	0
MIR30D	0	0	0	0	0	0
MIR30E	10	4	7	3	4	5
MIR31	1	0	0	0	0	1
MIR3115	0	0	0	0	0	1
MIR3116-1	0	0	0	0	0	0
MIR3116-2	0	0	0	0	0	0
MIR3117	1	0	15	9	3	1
MIR3118-1	0	0	0	0	0	0
MIR3118-2	0	0	0	0	0	0
MIR3118-3	0	0	0	0	0	0
MIR3118-4	0	0	0	0	0	0
MIR3119-1	0	0	0	0	0	0
MIR3119-2	0	0	0	0	0	0
MIR3120	37	27	9	5	25	7
MIR3121	0	10	0	0	0	0
MIR3122	0	1	0	0	0	1
MIR3123	0	0	0	0	0	0
MIR3124	0	0	1	0	0	0
MIR3125	3	3	3	2	2	3
MIR3126	18	11	25	13	25	11
MIR3127	2	0	0	0	1	0
MIR3128	17	0	1	0	2	1
MIR3129	0	0	0	0	349	0
MIR3130-1	8	3	11	7	17	8
MIR3130-2	9	8	23	8	22	14
MIR3131	0	0	0	0	0	0
MIR3132	2	0	0	0	4	0
MIR3133	2	1	5	1	3	5
MIR3134	1	21	4	0	6	5
MIR3135A	3	3	25	6	10	9
MIR3135B	0	0	0	0	0	0
MIR3136	12	10	22	3	15	6
MIR3137	7	2	13	12	10	8
MIR3138	31	36	68	20	29	30
MIR3139	0	0	0	1	0	0
MIR3140	1	0	0	0	1	1
MIR3141	0	0	0	0	0	0
MIR3142	0	0	0	0	0	0
MIR3143	0	0	0	0	0	0
MIR3144	0	0	0	0	0	0
MIR3145	0	0	1	0	0	0
MIR3146	5	2	5	0	13	0
MIR3147	0	0	0	0	0	0
MIR3148	0	0	0	1	0	0
MIR3149	0	0	0	0	0	0
MIR3150A	0	0	0	0	0	0
MIR3150B	0	0	0	0	0	0
MIR3151	16	18	36	15	8	7
MIR3152	0	0	0	0	0	0
MIR3153	13	11	39	19	34	20
MIR3154	0	0	0	1	0	0
MIR3155A	1	0	2	0	1	0
MIR3155B	0	1	0	0	0	0
MIR3156-1	0	0	0	0	0	0
MIR3156-2	0	0	0	0	0	0
MIR3156-3	0	0	0	0	0	0
MIR3157	0	0	0	0	0	0
MIR3158-1	10	8	22	7	6	1
MIR3158-2	8	8	14	7	8	6
MIR3160-1	0	0	0	8	0	0
MIR3160-2	0	0	0	4	0	0
MIR3161	0	0	0	0	0	0
MIR3162	2	3	12	3	16	4
MIR3163	24	28	47	21	70	50
MIR3164	0	1	4	4	0	1
MIR3165	0	0	1	0	2	0
MIR3166	0	0	0	0	0	0
MIR3167	0	1	0	0	0	1
MIR3168	0	0	0	0	0	0
MIR3169	0	0	0	0	0	0
MIR3170	0	0	0	0	0	1
MIR3171	0	0	0	0	0	0
MIR3173	0	12	3	0	9	0
MIR3174	0	0	0	2	2	0
MIR3175	13	12	8	5	22	12
MIR3176	1	0	1	2	3	1
MIR3177	3	0	4	2	0	2
MIR3178	0	0	1	0	1	0
MIR3179-1	0	0	0	0	0	0
MIR3179-2	0	0	0	0	0	0
MIR3179-3	0	0	0	0	0	0
MIR3179-4	0	0	0	0	0	0
MIR3180-1	0	0	0	0	0	0
MIR3180-2	0	0	0	0	0	0
MIR3180-3	0	0	0	0	0	0
MIR3180-4	0	0	0	0	0	0
MIR3180-5	0	0	0	0	0	0
MIR3181	3	2	3	3	3	3
MIR3182	0	0	0	0	0	0
MIR3183	0	0	0	0	0	11
MIR3184	0	0	1	1	0	0
MIR3185	0	0	0	0	0	0
MIR3186	0	0	1	0	0	0
MIR3187	0	0	0	0	0	0
MIR3188	0	0	0	0	0	0
MIR3189	7	11	25	27	44	31
MIR3190	5	4	11	4	4	6
MIR3191	6	8	10	2	6	10
MIR3192	3	2	4	3	8	5
MIR3193	1	0	1	0	1	0
MIR3194	0	0	0	0	0	0
MIR3195	0	0	0	0	0	0
MIR3196	1	1	0	0	0	0
MIR3197	0	0	0	0	0	0
MIR3198-1	0	0	0	0	0	0
MIR3198-2	9	6	2	2	4	1
MIR3199-1	0	1	2	0	0	1
MIR3199-2	1	5	2	0	2	1
MIR31HG	19	14	3	1	5	5
MIR32	1	0	0	0	0	1
MIR3200	0	0	0	0	0	0
MIR3201	0	0	0	0	0	0
MIR3202-1	0	0	0	0	0	0
MIR3202-2	0	0	0	0	0	0
MIR320A	0	0	1	1	1	0
MIR320B1	0	0	0	0	0	0
MIR320B2	4	1	0	5	0	5
MIR320C1	0	0	0	0	0	3
MIR320C2	1	1	14	5	9	11
MIR320D1	0	0	0	0	0	0
MIR320D2	0	0	0	0	0	0
MIR320E	0	1	0	0	2	0
MIR323A	0	0	0	0	1	0
MIR323B	0	0	4	0	2	3
MIR324	45	31	81	60	92	81
MIR325	0	0	0	0	0	0
MIR325HG	0	0	0	0	0	0
MIR326	0	0	0	0	0	0
MIR328	0	0	0	0	0	1
MIR329-1	0	0	3	0	0	1
MIR329-2	0	0	0	0	1	1
MIR330	5	1	5	2	5	4
MIR331	0	0	0	0	0	1
MIR335	65	39	14	6	38	25
MIR337	0	0	0	0	0	0
MIR338	0	0	0	0	0	0
MIR339	12	15	19	16	29	12
MIR33A	5	7	6	4	8	6
MIR33B	4	1	2	1	1	2
MIR340	22	13	36	14	27	21
MIR342	0	0	0	0	0	0
MIR345	0	0	0	0	0	0
MIR346	0	0	0	0	0	0
MIR34A	2	2	0	1	1	0
MIR34AHG	0	1	0	1	0	0
MIR34B	0	0	0	0	0	0
MIR34C	0	1	0	0	0	2
MIR3529	0	0	0	0	0	0
MIR3591	0	0	0	0	0	0
MIR3605	25	39	39	29	49	31
MIR3606	1179	933	2196	1085	2119	1396
MIR3607	104	111	148	79	120	83
MIR3609	4	2	2	2	3	1
MIR361	5	10	8	2	15	8
MIR3610	3	1	1	0	2	4
MIR3611	0	8	14	7	15	10
MIR3612	0	0	0	0	0	0
MIR3613	0	1	0	0	0	1
MIR3614	6	2	5	5	8	5
MIR3615	0	2	1	3	2	0
MIR3616	0	0	0	0	0	1
MIR3617	0	0	0	0	0	0
MIR3618	9	5	1	3	6	2
MIR3619	3	1	6	1	1	1
MIR362	0	0	0	0	0	0
MIR3620	85	72	99	48	105	67
MIR3621	0	0	0	0	0	0
MIR3622A	0	0	0	0	0	0
MIR3622B	0	0	0	0	0	0
MIR363	0	0	0	0	0	0
MIR3646	0	0	0	0	0	0
MIR3648-1	33	21	29	15	20	16
MIR3648-2	33	21	29	15	20	16
MIR3649	0	0	1	0	0	1
MIR3650	0	0	0	0	0	2
MIR3651	87	60	70	45	174	116
MIR3652	77	41	105	70	168	101
MIR3653	2	4	10	1	10	3
MIR3654	1594	1195	1336	717	1685	1048
MIR3655	28	19	48	23	57	29
MIR3656	10	12	20	8	17	14
MIR3657	3	8	2	3	6	3
MIR3658	8	7	12	15	13	10
MIR3659	0	0	0	0	0	0
MIR365A	1	0	0	0	0	0
MIR365B	1	0	0	0	0	0
MIR3660	0	0	0	0	0	0
MIR3661	2	0	3	5	1	1
MIR3662	13	14	26	7	19	15
MIR3663	0	0	0	0	0	0
MIR3663HG	0	0	0	0	0	0
MIR3664	0	0	0	1	0	0
MIR3665	0	0	0	0	0	0
MIR3666	1	0	1	1	1	1
MIR3667	0	0	0	0	0	0
MIR3668	0	0	0	0	0	0
MIR367	10	7	9	8	28	10
MIR3670-1	0	0	0	0	0	0
MIR3670-2	0	0	0	0	0	0
MIR3670-3	0	0	0	0	0	0
MIR3670-4	0	0	0	0	0	0
MIR3671	0	0	1	1	0	0
MIR3672	0	0	0	0	0	0
MIR3674	0	0	0	1	0	0
MIR3675	0	0	0	0	0	0
MIR3677	1	1	3	1	0	0
MIR3678	0	0	0	0	0	0
MIR3679	4	3	3	3	1	1
MIR3680-1	0	1	0	0	0	0
MIR3680-2	0	1	0	0	0	0
MIR3681	0	0	0	0	0	0
MIR3681HG	0	0	0	1	0	0
MIR3682	0	2	0	0	1	0
MIR3683	0	0	0	0	0	0
MIR3684	10	4	0	7	10	6
MIR3685	0	0	1	2	0	1
MIR3686	0	0	0	0	0	0
MIR3687-1	0	0	0	1	0	2
MIR3687-2	0	0	0	1	0	2
MIR3688-1	0	0	0	0	0	0
MIR3688-2	0	0	1	0	0	0
MIR3689A	0	0	0	0	0	0
MIR3689B	0	0	0	0	0	0
MIR3689C	0	1	0	0	0	0
MIR3689D1	0	0	0	0	0	0
MIR3689D2	0	0	0	0	0	0
MIR3689E	0	0	0	0	0	0
MIR3689F	0	0	0	0	0	0
MIR369	0	0	0	0	2	0
MIR3690	0	0	0	0	0	0
MIR3691	21	19	0	20	33	0
MIR3692	0	0	0	0	0	1
MIR370	10	6	7	15	4	4
MIR3713	0	3	6	0	0	0
MIR3714	0	0	1	0	0	0
MIR371A	0	0	0	0	0	0
MIR371B	0	0	0	0	0	0
MIR372	0	0	0	0	0	0
MIR373	0	0	0	0	0	0
MIR374A	11	11	8	4	8	7
MIR374B	2	7	4	2	4	6
MIR374C	3	7	1	3	2	3
MIR375	0	0	0	0	0	0
MIR376A1	1	0	1	1	0	1
MIR376A2	0	0	1	1	4	2
MIR376B	1	0	3	0	0	1
MIR376C	0	1	0	0	0	0
MIR377	2	0	0	0	1	1
MIR378A	0	0	0	0	2	0
MIR378B	0	0	0	0	0	0
MIR378C	0	0	0	0	0	0
MIR378D1	0	0	0	0	0	0
MIR378D2	0	0	1	0	1	1
MIR378E	0	3	0	0	0	0
MIR378F	0	0	0	0	0	0
MIR378G	0	1	0	0	0	1
MIR378H	0	0	0	0	0	0
MIR378I	0	0	0	0	0	0
MIR378J	11	9	12	6	9	9
MIR379	0	0	0	0	0	0
MIR380	0	0	0	0	0	0
MIR381	1	0	0	1	1	1
MIR381HG	3	0	2	2	1	0
MIR382	0	0	1	1	0	0
MIR383	0	0	0	0	0	0
MIR384	0	0	0	0	0	0
MIR3907	0	0	0	0	0	0
MIR3908	0	0	0	0	0	0
MIR3909	11	4	1	8	27	10
MIR3910-1	0	0	0	0	0	0
MIR3910-2	0	0	0	0	0	0
MIR3911	0	0	1	1	0	0
MIR3912	0	0	0	0	0	0
MIR3913-1	0	0	0	0	0	0
MIR3913-2	0	0	0	0	0	0
MIR3914-1	0	0	1	0	0	0
MIR3914-2	0	0	0	0	0	0
MIR3915	0	0	1	2	0	1
MIR3916	0	0	0	1	0	0
MIR3917	0	0	0	1	0	0
MIR3918	0	0	1	1	0	0
MIR3919	0	0	1	0	2	0
MIR3920	0	0	0	0	0	0
MIR3921	0	0	0	0	0	4
MIR3922	3	0	0	0	0	0
MIR3923	0	0	0	0	0	0
MIR3924	0	0	0	0	0	0
MIR3925	0	0	0	0	0	0
MIR3926-1	6	3	8	1	1	0
MIR3926-2	4	1	3	3	3	1
MIR3927	0	0	0	0	0	0
MIR3928	0	0	0	0	0	0
MIR3929	0	0	0	0	0	0
MIR3934	25	18	53	29	46	30
MIR3935	0	0	0	0	0	1
MIR3936	1	0	1	1	1	2
MIR3937	0	0	0	0	0	0
MIR3938	0	0	0	0	0	0
MIR3939	0	1	1	0	0	0
MIR3940	3	3	3	2	6	1
MIR3941	13	11	23	17	20	21
MIR3942	1	0	0	0	2	0
MIR3943	0	0	0	0	0	0
MIR3944	27	21	32	16	34	25
MIR3945	0	0	0	0	0	0
MIR3945HG	0	0	0	0	0	0
MIR3960	0	0	2	0	0	0
MIR3972	0	0	0	0	0	0
MIR3973	0	0	0	0	0	0
MIR3974	0	0	0	0	0	0
MIR3975	0	1	0	0	0	1
MIR3976	0	0	0	0	0	0
MIR3976HG	0	0	0	0	0	0
MIR3977	0	0	0	0	0	0
MIR3978	0	0	0	0	0	2
MIR409	0	0	0	0	4	0
MIR410	0	0	1	0	1	0
MIR411	0	0	0	0	1	0
MIR412	2	1	1	0	0	0
MIR421	3	3	2	2	4	8
MIR422A	0	0	0	0	0	0
MIR423	1	0	9	2	6	2
MIR424	28	27	0	1	0	0
MIR425	1	0	0	0	0	0
MIR4251	0	0	0	0	1	1
MIR4252	0	0	0	0	0	0
MIR4253	0	2	3	0	2	1
MIR4254	0	0	0	0	0	0
MIR4255	0	0	0	0	0	0
MIR4256	0	1	0	0	0	0
MIR4257	1	1	0	0	3	0
MIR4258	11	10	2	1	5	2
MIR4259	0	0	0	0	0	1
MIR4260	1	0	2	0	3	0
MIR4261	0	0	0	0	0	0
MIR4262	0	0	0	0	0	0
MIR4263	5	0	0	4	1	0
MIR4264	0	0	0	0	0	0
MIR4265	0	0	0	0	0	0
MIR4266	0	0	0	0	0	0
MIR4267	0	0	0	0	1	0
MIR4268	0	0	0	0	0	0
MIR4269	0	0	0	0	1	1
MIR4270	0	0	0	0	0	0
MIR4271	0	1	0	0	1	0
MIR4272	0	0	0	0	0	0
MIR4273	0	1	2	0	6	5
MIR4274	0	0	0	0	1	0
MIR4275	0	0	0	0	0	0
MIR4276	0	0	0	0	0	0
MIR4277	0	0	0	0	0	0
MIR4278	0	0	0	0	0	0
MIR4279	0	0	1	0	0	0
MIR4280	0	0	0	0	0	0
MIR4281	0	0	0	0	0	0
MIR4282	0	0	0	0	0	0
MIR4283-1	0	0	0	0	0	0
MIR4283-2	0	0	0	0	0	0
MIR4284	1	0	2	1	0	1
MIR4285	3	0	0	0	0	0
MIR4286	0	0	0	0	0	0
MIR4287	0	0	1	0	0	0
MIR4288	0	0	0	2	0	1
MIR4289	0	0	0	0	0	0
MIR429	0	0	0	0	0	0
MIR4290	0	0	0	0	0	0
MIR4290HG	0	0	0	0	0	0
MIR4291	0	0	0	0	0	0
MIR4292	6	0	21	9	33	11
MIR4293	0	0	0	0	0	0
MIR4294	0	0	0	0	0	0
MIR4295	6	0	0	5	0	0
MIR4296	0	0	1	13	0	0
MIR4297	1	0	3	0	0	2
MIR4298	0	0	0	0	0	0
MIR4299	0	0	0	0	0	0
MIR4300	0	0	0	0	0	0
MIR4300HG	0	0	0	0	0	0
MIR4301	0	0	0	0	0	0
MIR4302	0	0	0	0	0	0
MIR4303	0	0	0	0	0	0
MIR4304	1	0	2	0	1	2
MIR4305	6	2	7	7	19	7
MIR4306	1	0	0	0	0	0
MIR4307	0	0	0	0	0	0
MIR4307HG	0	0	0	0	0	0
MIR4308	0	0	0	0	0	0
MIR4309	0	0	0	0	0	0
MIR431	0	0	0	0	0	0
MIR4310	0	0	0	0	0	0
MIR4311	0	0	0	0	0	0
MIR4312	0	0	1	0	0	0
MIR4313	0	0	0	0	0	0
MIR4314	0	0	0	0	0	0
MIR4315-1	4	5	24	19	19	17
MIR4315-2	4	5	24	19	19	17
MIR4316	0	0	27	10	15	10
MIR4317	0	0	0	0	0	0
MIR4318	0	0	0	0	0	0
MIR4319	0	0	0	0	0	0
MIR432	1	2	4	0	5	2
MIR4320	0	0	0	0	0	0
MIR4321	0	0	0	0	0	0
MIR4322	1	0	1	0	1	0
MIR4323	0	0	1	1	1	0
MIR4324	0	0	0	0	0	0
